TRANSACTION_PRODUCT_ID,DATE_POSTING,SHIP_STATE,TRANSACTION_QUANTITY,TRANSACTION_UNIT_PRICE,TRANSACTION_EXTENDED_AMOUNT
BI100007,2024-04-15,NE,13,23.16,301.08
BI100007,2024-04-15,MA,13,23.16,301.08
BI100007,2024-04-15,MA,13,23.16,301.08
BI100007,2024-04-15,SE,13,23.16,301.08
BI100007,2024-04-15,SE,13,23.16,301.08
BI100007,2024-04-15,SE,13,23.16,301.08
BI100007,2024-04-15,MW,12,23.16,277.92
BI100007,2024-04-15,MW,12,23.16,277.92
BI100007,2024-04-15,TX,12,23.16,277.92
BI100007,2024-04-15,TX,12,23.16,277.92
BI100007,2024-04-15,TX,13,23.16,301.08
BI100007,2024-04-15,MTN,17,23.16,393.72
BI100007,2024-04-15,MTN,18,23.16,416.88
BI100007,2024-04-15,PSW,16,23.16,370.56
BI100007,2024-04-15,PSW,16,23.16,370.56
BI100007,2024-04-15,PNW,17,23.16,393.72
BI100007,2024-04-15,PNW,18,23.16,416.88
BI100007,2024-05-15,NE,15,23.16,347.4
BI100007,2024-05-15,NE,16,23.16,370.56
BI100007,2024-05-15,MA,14,23.16,324.24
BI100007,2024-05-15,MA,15,23.16,347.4
BI100007,2024-05-15,SE,12,23.16,277.92
BI100007,2024-05-15,SE,13,23.16,301.08
BI100007,2024-05-15,SE,13,23.16,301.08
BI100007,2024-05-15,MW,13,23.16,301.08
BI100007,2024-05-15,MW,13,23.16,301.08
BI100007,2024-05-15,TX,13,23.16,301.08
BI100007,2024-05-15,TX,13,23.16,301.08
BI100007,2024-05-15,TX,13,23.16,301.08
BI100007,2024-05-15,MTN,14,23.16,324.24
BI100007,2024-05-15,MTN,14,23.16,324.24
BI100007,2024-05-15,MTN,14,23.16,324.24
BI100007,2024-05-15,PSW,17,23.16,393.72
BI100007,2024-05-15,PSW,18,23.16,416.88
BI100007,2024-05-15,PNW,12,23.16,277.92
BI100007,2024-05-15,PNW,12,23.16,277.92
BI100007,2024-05-15,PNW,12,23.16,277.92
BI100007,2024-06-15,NE,16,23.16,370.56
BI100007,2024-06-15,NE,17,23.16,393.72
BI100007,2024-06-15,MA,14,23.16,324.24
BI100007,2024-06-15,MA,15,23.16,347.4
BI100007,2024-06-15,SE,13,23.16,301.08
BI100007,2024-06-15,SE,13,23.16,301.08
BI100007,2024-06-15,SE,14,23.16,324.24
BI100007,2024-06-15,MW,14,23.16,324.24
BI100007,2024-06-15,MW,15,23.16,347.4
BI100007,2024-06-15,TX,12,23.16,277.92
BI100007,2024-06-15,TX,12,23.16,277.92
BI100007,2024-06-15,TX,12,23.16,277.92
BI100007,2024-06-15,MTN,15,23.16,347.4
BI100007,2024-06-15,MTN,15,23.16,347.4
BI100007,2024-06-15,MTN,15,23.16,347.4
BI100007,2024-06-15,PSW,17,23.16,393.72
BI100007,2024-06-15,PSW,18,23.16,416.88
BI100007,2024-06-15,PNW,12,23.16,277.92
BI100007,2024-06-15,PNW,12,23.16,277.92
BI100007,2024-06-15,PNW,13,23.16,301.08
BI100007,2024-07-15,NE,14,23.16,324.24
BI100007,2024-07-15,NE,15,23.16,347.4
BI100007,2024-07-15,MA,14,23.16,324.24
BI100007,2024-07-15,MA,14,23.16,324.24
BI100007,2024-07-15,SE,14,23.16,324.24
BI100007,2024-07-15,SE,14,23.16,324.24
BI100007,2024-07-15,SE,15,23.16,347.4
BI100007,2024-07-15,MW,13,23.16,301.08
BI100007,2024-07-15,MW,14,23.16,324.24
BI100007,2024-07-15,TX,13,23.16,301.08
BI100007,2024-07-15,TX,13,23.16,301.08
BI100007,2024-07-15,TX,13,23.16,301.08
BI100007,2024-07-15,MTN,13,23.16,301.08
BI100007,2024-07-15,MTN,14,23.16,324.24
BI100007,2024-07-15,MTN,14,23.16,324.24
BI100007,2024-07-15,PSW,12,23.16,277.92
BI100007,2024-07-15,PSW,12,23.16,277.92
BI100007,2024-07-15,PSW,13,23.16,301.08
BI100007,2024-07-15,PNW,12,23.16,277.92
BI100007,2024-07-15,PNW,13,23.16,301.08
BI100007,2024-07-15,PNW,13,23.16,301.08
BI100007,2024-08-15,NE,14,23.16,324.24
BI100007,2024-08-15,NE,14,23.16,324.24
BI100007,2024-08-15,MA,13,23.16,301.08
BI100007,2024-08-15,MA,13,23.16,301.08
BI100007,2024-08-15,SE,12,23.16,277.92
BI100007,2024-08-15,SE,12,23.16,277.92
BI100007,2024-08-15,SE,13,23.16,301.08
BI100007,2024-08-15,MW,13,23.16,301.08
BI100007,2024-08-15,MW,14,23.16,324.24
BI100007,2024-08-15,TX,16,23.16,370.56
BI100007,2024-08-15,TX,17,23.16,393.72
BI100007,2024-08-15,MTN,12,23.16,277.92
BI100007,2024-08-15,MTN,12,23.16,277.92
BI100007,2024-08-15,MTN,13,23.16,301.08
BI100007,2024-08-15,PSW,12,23.16,277.92
BI100007,2024-08-15,PSW,12,23.16,277.92
BI100007,2024-08-15,PSW,12,23.16,277.92
BI100007,2024-08-15,PNW,12,23.16,277.92
BI100007,2024-08-15,PNW,13,23.16,301.08
BI100007,2024-08-15,PNW,13,23.16,301.08
BI100007,2024-09-15,NE,13,23.16,301.08
BI100007,2024-09-15,NE,14,23.16,324.24
BI100007,2024-09-15,MA,12,23.16,277.92
BI100007,2024-09-15,MA,13,23.16,301.08
BI100007,2024-09-15,SE,16,23.16,370.56
BI100007,2024-09-15,SE,17,23.16,393.72
BI100007,2024-09-15,MW,23,23.16,532.68
BI100007,2024-09-15,TX,14,23.16,324.24
BI100007,2024-09-15,TX,15,23.16,347.4
BI100007,2024-09-15,MTN,16,23.16,370.56
BI100007,2024-09-15,MTN,16,23.16,370.56
BI100007,2024-09-15,PSW,15,23.16,347.4
BI100007,2024-09-15,PSW,16,23.16,370.56
BI100007,2024-09-15,PNW,16,23.16,370.56
BI100007,2024-09-15,PNW,17,23.16,393.72
BI100007,2024-10-15,NE,22,23.16,509.52
BI100007,2024-10-15,MA,22,23.16,509.52
BI100007,2024-10-15,SE,15,23.16,347.4
BI100007,2024-10-15,SE,16,23.16,370.56
BI100007,2024-10-15,MW,21,23.16,486.36
BI100007,2024-10-15,TX,13,23.16,301.08
BI100007,2024-10-15,TX,13,23.16,301.08
BI100007,2024-10-15,MTN,15,23.16,347.4
BI100007,2024-10-15,MTN,15,23.16,347.4
BI100007,2024-10-15,PSW,13,23.16,301.08
BI100007,2024-10-15,PSW,14,23.16,324.24
BI100007,2024-10-15,PNW,14,23.16,324.24
BI100007,2024-10-15,PNW,14,23.16,324.24
BI100007,2024-11-15,NE,21,23.16,486.36
BI100007,2024-11-15,MA,19,23.16,440.04
BI100007,2024-11-15,SE,12,23.16,277.92
BI100007,2024-11-15,SE,13,23.16,301.08
BI100007,2024-11-15,MW,18,23.16,416.88
BI100007,2024-11-15,TX,12,23.16,277.92
BI100007,2024-11-15,TX,13,23.16,301.08
BI100007,2024-11-15,MTN,14,23.16,324.24
BI100007,2024-11-15,MTN,14,23.16,324.24
BI100007,2024-11-15,PSW,23,23.16,532.68
BI100007,2024-11-15,PNW,13,23.16,301.08
BI100007,2024-11-15,PNW,13,23.16,301.08
BI100007,2024-12-15,NE,18,23.16,416.88
BI100007,2024-12-15,MA,18,23.16,416.88
BI100007,2024-12-15,SE,12,23.16,277.92
BI100007,2024-12-15,SE,13,23.16,301.08
BI100007,2024-12-15,MW,19,23.16,440.04
BI100007,2024-12-15,TX,22,23.16,509.52
BI100007,2024-12-15,MTN,14,23.16,324.24
BI100007,2024-12-15,MTN,14,23.16,324.24
BI100007,2024-12-15,PSW,12,23.16,277.92
BI100007,2024-12-15,PSW,12,23.16,277.92
BI100007,2024-12-15,PNW,23,23.16,532.68
BI100007,2025-01-15,NE,21,23.16,486.36
BI100007,2025-01-15,MA,19,23.16,440.04
BI100007,2025-01-15,SE,12,23.16,277.92
BI100007,2025-01-15,SE,13,23.16,301.08
BI100007,2025-01-15,MW,18,23.16,416.88
BI100007,2025-01-15,TX,17,27.33,464.61
BI100007,2025-01-15,MTN,13,23.16,301.08
BI100007,2025-01-15,MTN,13,23.16,301.08
BI100007,2025-01-15,PSW,12,23.16,277.92
BI100007,2025-01-15,PSW,12,23.16,277.92
BI100007,2025-01-15,PNW,12,23.16,277.92
BI100007,2025-01-15,PNW,12,23.16,277.92
BI100007,2025-02-15,NE,22,23.16,509.52
BI100007,2025-02-15,MA,20,23.16,463.2
BI100007,2025-02-15,SE,16,23.16,370.56
BI100007,2025-02-15,SE,17,23.16,393.72
BI100007,2025-02-15,MW,21,23.16,486.36
BI100007,2025-02-15,TX,22,27.33,601.26
BI100007,2025-02-15,MTN,15,23.16,347.4
BI100007,2025-02-15,MTN,15,23.16,347.4
BI100007,2025-02-15,PSW,14,23.16,324.24
BI100007,2025-02-15,PSW,14,23.16,324.24
BI100007,2025-02-15,PNW,15,23.16,347.4
BI100007,2025-02-15,PNW,15,23.16,347.4
BI100007,2025-03-15,NE,12,23.16,277.92
BI100007,2025-03-15,NE,12,23.16,277.92
BI100007,2025-03-15,MA,13,23.16,301.08
BI100007,2025-03-15,MA,13,23.16,301.08
BI100007,2025-03-15,SE,17,23.16,393.72
BI100007,2025-03-15,SE,17,23.16,393.72
BI100007,2025-03-15,MW,12,23.16,277.92
BI100007,2025-03-15,MW,13,23.16,301.08
BI100007,2025-03-15,TX,16,23.16,370.56
BI100007,2025-03-15,TX,16,23.16,370.56
BI100007,2025-03-15,MTN,12,23.16,277.92
BI100007,2025-03-15,MTN,12,23.16,277.92
BI100007,2025-03-15,MTN,12,23.16,277.92
BI100007,2025-03-15,PSW,15,23.16,347.4
BI100007,2025-03-15,PSW,15,23.16,347.4
BI100007,2025-03-15,PNW,17,23.16,393.72
BI100007,2025-03-15,PNW,17,23.16,393.72
BI100007,2025-04-15,NE,15,23.16,347.4
BI100007,2025-04-15,NE,16,23.16,370.56
BI100007,2025-04-15,MA,14,23.16,324.24
BI100007,2025-04-15,MA,14,23.16,324.24
BI100007,2025-04-15,SE,13,23.16,301.08
BI100007,2025-04-15,SE,14,23.16,324.24
BI100007,2025-04-15,SE,14,23.16,324.24
BI100007,2025-04-15,MW,14,23.16,324.24
BI100007,2025-04-15,MW,15,23.16,347.4
BI100007,2025-04-15,TX,17,23.16,393.72
BI100007,2025-04-15,TX,18,23.16,416.88
BI100007,2025-04-15,MTN,13,23.16,301.08
BI100007,2025-04-15,MTN,13,23.16,301.08
BI100007,2025-04-15,MTN,14,23.16,324.24
BI100007,2025-04-15,PSW,17,23.16,393.72
BI100007,2025-04-15,PSW,17,23.16,393.72
BI100007,2025-04-15,PNW,13,23.16,301.08
BI100007,2025-04-15,PNW,13,23.16,301.08
BI100007,2025-04-15,PNW,13,23.16,301.08
BI100007,2025-05-15,NE,16,23.16,370.56
BI100007,2025-05-15,NE,17,23.16,393.72
BI100007,2025-05-15,MA,14,23.16,324.24
BI100007,2025-05-15,MA,15,23.16,347.4
BI100007,2025-05-15,SE,15,23.16,347.4
BI100007,2025-05-15,SE,15,23.16,347.4
BI100007,2025-05-15,SE,16,23.16,370.56
BI100007,2025-05-15,MW,15,23.16,347.4
BI100007,2025-05-15,MW,16,23.16,370.56
BI100007,2025-05-15,TX,13,23.16,301.08
BI100007,2025-05-15,TX,13,23.16,301.08
BI100007,2025-05-15,TX,13,23.16,301.08
BI100007,2025-05-15,MTN,13,23.16,301.08
BI100007,2025-05-15,MTN,14,23.16,324.24
BI100007,2025-05-15,MTN,14,23.16,324.24
BI100007,2025-05-15,PSW,13,23.16,301.08
BI100007,2025-05-15,PSW,13,23.16,301.08
BI100007,2025-05-15,PSW,14,23.16,324.24
BI100007,2025-05-15,PNW,12,23.16,277.92
BI100007,2025-05-15,PNW,13,23.16,301.08
BI100007,2025-05-15,PNW,13,23.16,301.08
BI100007,2025-06-15,NE,16,23.16,370.56
BI100007,2025-06-15,NE,16,23.16,370.56
BI100007,2025-06-15,MA,15,23.16,347.4
BI100007,2025-06-15,MA,15,23.16,347.4
BI100007,2025-06-15,SE,15,23.16,347.4
BI100007,2025-06-15,SE,15,23.16,347.4
BI100007,2025-06-15,SE,15,23.16,347.4
BI100007,2025-06-15,MW,15,23.16,347.4
BI100007,2025-06-15,MW,15,23.16,347.4
BI100007,2025-06-15,TX,13,23.16,301.08
BI100007,2025-06-15,TX,14,23.16,324.24
BI100007,2025-06-15,TX,14,23.16,324.24
BI100007,2025-06-15,MTN,15,23.16,347.4
BI100007,2025-06-15,MTN,16,23.16,370.56
BI100007,2025-06-15,MTN,16,23.16,370.56
BI100007,2025-06-15,PSW,14,23.16,324.24
BI100007,2025-06-15,PSW,14,23.16,324.24
BI100007,2025-06-15,PSW,14,23.16,324.24
BI100007,2025-06-15,PNW,14,23.16,324.24
BI100007,2025-06-15,PNW,14,23.16,324.24
BI100007,2025-06-15,PNW,15,23.16,347.4
BI100007,2025-07-15,NE,15,23.16,347.4
BI100007,2025-07-15,NE,16,23.16,370.56
BI100007,2025-07-15,MA,14,23.16,324.24
BI100007,2025-07-15,MA,14,23.16,324.24
BI100007,2025-07-15,SE,14,23.16,324.24
BI100007,2025-07-15,SE,15,23.16,347.4
BI100007,2025-07-15,SE,15,23.16,347.4
BI100007,2025-07-15,MW,16,23.16,370.56
BI100007,2025-07-15,MW,16,23.16,370.56
BI100007,2025-07-15,TX,13,23.16,301.08
BI100007,2025-07-15,TX,14,23.16,324.24
BI100007,2025-07-15,TX,14,23.16,324.24
BI100007,2025-07-15,MTN,15,23.16,347.4
BI100007,2025-07-15,MTN,15,23.16,347.4
BI100007,2025-07-15,MTN,15,23.16,347.4
BI100007,2025-07-15,PSW,12,23.16,277.92
BI100007,2025-07-15,PSW,12,23.16,277.92
BI100007,2025-07-15,PSW,12,23.16,277.92
BI100007,2025-07-15,PNW,13,23.16,301.08
BI100007,2025-07-15,PNW,13,23.16,301.08
BI100007,2025-07-15,PNW,14,23.16,324.24
BI100007,2025-08-15,NE,15,23.16,347.4
BI100007,2025-08-15,NE,15,23.16,347.4
BI100007,2025-08-15,MA,14,23.16,324.24
BI100007,2025-08-15,MA,14,23.16,324.24
BI100007,2025-08-15,SE,13,23.16,301.08
BI100007,2025-08-15,SE,14,23.16,324.24
BI100007,2025-08-15,SE,14,23.16,324.24
BI100007,2025-08-15,MW,14,23.16,324.24
BI100007,2025-08-15,MW,15,23.16,347.4
BI100007,2025-08-15,TX,17,23.16,393.72
BI100007,2025-08-15,TX,18,23.16,416.88
BI100007,2025-08-15,MTN,13,23.16,301.08
BI100007,2025-08-15,MTN,14,23.16,324.24
BI100007,2025-08-15,MTN,14,23.16,324.24
BI100007,2025-08-15,PSW,12,23.16,277.92
BI100007,2025-08-15,PSW,12,23.16,277.92
BI100007,2025-08-15,PSW,13,23.16,301.08
BI100007,2025-08-15,PNW,12,23.16,277.92
BI100007,2025-08-15,PNW,12,23.16,277.92
BI100007,2025-08-15,PNW,12,23.16,277.92
BI100007,2025-09-15,NE,12,23.16,277.92
BI100007,2025-09-15,NE,13,23.16,301.08
BI100007,2025-09-15,MA,13,23.16,301.08
BI100007,2025-09-15,MA,14,23.16,324.24
BI100007,2025-09-15,SE,17,23.16,393.72
BI100007,2025-09-15,SE,18,23.16,416.88
BI100007,2025-09-15,MW,13,23.16,301.08
BI100007,2025-09-15,MW,14,23.16,324.24
BI100007,2025-09-15,TX,17,23.16,393.72
BI100007,2025-09-15,TX,18,23.16,416.88
BI100007,2025-09-15,MTN,12,23.16,277.92
BI100007,2025-09-15,MTN,12,23.16,277.92
BI100007,2025-09-15,MTN,13,23.16,301.08
BI100007,2025-09-15,PSW,15,23.16,347.4
BI100007,2025-09-15,PSW,15,23.16,347.4
BI100007,2025-09-15,PNW,16,23.16,370.56
BI100007,2025-09-15,PNW,17,23.16,393.72
BI100007,2025-10-15,NE,12,23.16,277.92
BI100007,2025-10-15,NE,13,23.16,301.08
BI100007,2025-10-15,MA,12,23.16,277.92
BI100007,2025-10-15,MA,12,23.16,277.92
BI100007,2025-10-15,SE,15,23.16,347.4
BI100007,2025-10-15,SE,16,23.16,370.56
BI100007,2025-10-15,MW,23,23.16,532.68
BI100007,2025-10-15,TX,15,23.16,347.4
BI100007,2025-10-15,TX,15,23.16,347.4
BI100007,2025-10-15,MTN,15,23.16,347.4
BI100007,2025-10-15,MTN,16,23.16,370.56
BI100007,2025-10-15,PSW,15,23.16,347.4
BI100007,2025-10-15,PSW,15,23.16,347.4
BI100007,2025-10-15,PNW,14,23.16,324.24
BI100007,2025-10-15,PNW,14,23.16,324.24
BI100007,2025-11-15,NE,23,23.16,532.68
BI100007,2025-11-15,MA,20,23.16,463.2
BI100007,2025-11-15,SE,14,23.16,324.24
BI100007,2025-11-15,SE,15,23.16,347.4
BI100007,2025-11-15,MW,21,23.16,486.36
BI100007,2025-11-15,TX,13,23.16,301.08
BI100007,2025-11-15,TX,13,23.16,301.08
BI100007,2025-11-15,MTN,14,23.16,324.24
BI100007,2025-11-15,MTN,15,23.16,347.4
BI100007,2025-11-15,PSW,13,23.16,301.08
BI100007,2025-11-15,PSW,14,23.16,324.24
BI100007,2025-11-15,PNW,14,23.16,324.24
BI100007,2025-11-15,PNW,14,23.16,324.24
BI100007,2025-12-15,NE,22,23.16,509.52
BI100007,2025-12-15,MA,19,23.16,440.04
BI100007,2025-12-15,SE,14,23.16,324.24
BI100007,2025-12-15,SE,14,23.16,324.24
BI100007,2025-12-15,MW,19,23.16,440.04
BI100007,2025-12-15,TX,12,23.16,277.92
BI100007,2025-12-15,TX,13,23.16,301.08
BI100007,2025-12-15,MTN,14,23.16,324.24
BI100007,2025-12-15,MTN,14,23.16,324.24
BI100007,2025-12-15,PSW,22,23.16,509.52
BI100007,2025-12-15,PNW,12,23.16,277.92
BI100007,2025-12-15,PNW,12,23.16,277.92
BI100014,2024-01-15,NE,14,51.05,714.7
BI100014,2024-01-15,NE,14,51.05,714.7
BI100014,2024-01-15,NE,14,51.05,714.7
BI100014,2024-01-15,NE,14,51.05,714.7
BI100014,2024-01-15,MA,13,51.05,663.65
BI100014,2024-01-15,MA,13,51.05,663.65
BI100014,2024-01-15,MA,14,51.05,714.7
BI100014,2024-01-15,MA,14,51.05,714.7
BI100014,2024-01-15,MA,14,51.05,714.7
BI100014,2024-01-15,SE,13,51.05,663.65
BI100014,2024-01-15,SE,14,51.05,714.7
BI100014,2024-01-15,SE,14,51.05,714.7
BI100014,2024-01-15,MW,13,51.05,663.65
BI100014,2024-01-15,MW,13,51.05,663.65
BI100014,2024-01-15,MW,13,51.05,663.65
BI100014,2024-01-15,TX,13,51.05,663.65
BI100014,2024-01-15,TX,14,51.05,714.7
BI100014,2024-01-15,TX,14,51.05,714.7
BI100014,2024-01-15,MTN,15,51.05,765.75
BI100014,2024-01-15,MTN,15,51.05,765.75
BI100014,2024-01-15,MTN,15,51.05,765.75
BI100014,2024-01-15,PSW,14,51.05,714.7
BI100014,2024-01-15,PSW,14,51.05,714.7
BI100014,2024-01-15,PSW,14,51.05,714.7
BI100014,2024-01-15,PSW,15,51.05,765.75
BI100014,2024-01-15,PNW,12,51.05,612.6
BI100014,2024-01-15,PNW,12,51.05,612.6
BI100014,2024-01-15,PNW,12,51.05,612.6
BI100014,2024-01-15,PNW,12,51.05,612.6
BI100014,2024-02-15,NE,14,51.05,714.7
BI100014,2024-02-15,NE,14,51.05,714.7
BI100014,2024-02-15,NE,14,51.05,714.7
BI100014,2024-02-15,NE,14,51.05,714.7
BI100014,2024-02-15,NE,14,51.05,714.7
BI100014,2024-02-15,MA,12,51.05,612.6
BI100014,2024-02-15,MA,13,51.05,663.65
BI100014,2024-02-15,MA,13,51.05,663.65
BI100014,2024-02-15,MA,13,51.05,663.65
BI100014,2024-02-15,MA,13,51.05,663.65
BI100014,2024-02-15,MA,13,51.05,663.65
BI100014,2024-02-15,SE,12,51.05,612.6
BI100014,2024-02-15,SE,12,51.05,612.6
BI100014,2024-02-15,SE,12,51.05,612.6
BI100014,2024-02-15,SE,13,51.05,663.65
BI100014,2024-02-15,MW,15,51.05,765.75
BI100014,2024-02-15,MW,15,51.05,765.75
BI100014,2024-02-15,MW,15,51.05,765.75
BI100014,2024-02-15,TX,12,51.05,612.6
BI100014,2024-02-15,TX,12,51.05,612.6
BI100014,2024-02-15,TX,12,51.05,612.6
BI100014,2024-02-15,TX,12,51.05,612.6
BI100014,2024-02-15,MTN,13,51.05,663.65
BI100014,2024-02-15,MTN,13,51.05,663.65
BI100014,2024-02-15,MTN,13,51.05,663.65
BI100014,2024-02-15,MTN,14,51.05,714.7
BI100014,2024-02-15,PSW,13,51.05,663.65
BI100014,2024-02-15,PSW,14,51.05,714.7
BI100014,2024-02-15,PSW,14,51.05,714.7
BI100014,2024-02-15,PSW,14,51.05,714.7
BI100014,2024-02-15,PSW,14,51.05,714.7
BI100014,2024-02-15,PNW,14,51.05,714.7
BI100014,2024-02-15,PNW,14,51.05,714.7
BI100014,2024-02-15,PNW,14,51.05,714.7
BI100014,2024-02-15,PNW,14,51.05,714.7
BI100014,2024-03-15,NE,12,51.05,612.6
BI100014,2024-03-15,NE,12,51.05,612.6
BI100014,2024-03-15,NE,12,51.05,612.6
BI100014,2024-03-15,NE,13,51.05,663.65
BI100014,2024-03-15,NE,13,51.05,663.65
BI100014,2024-03-15,NE,13,51.05,663.65
BI100014,2024-03-15,MA,12,51.05,612.6
BI100014,2024-03-15,MA,12,51.05,612.6
BI100014,2024-03-15,MA,12,51.05,612.6
BI100014,2024-03-15,MA,13,51.05,663.65
BI100014,2024-03-15,MA,13,51.05,663.65
BI100014,2024-03-15,MA,13,51.05,663.65
BI100014,2024-03-15,MA,13,51.05,663.65
BI100014,2024-03-15,SE,13,51.05,663.65
BI100014,2024-03-15,SE,13,51.05,663.65
BI100014,2024-03-15,SE,13,51.05,663.65
BI100014,2024-03-15,SE,13,51.05,663.65
BI100014,2024-03-15,MW,13,51.05,663.65
BI100014,2024-03-15,MW,13,51.05,663.65
BI100014,2024-03-15,MW,13,51.05,663.65
BI100014,2024-03-15,MW,13,51.05,663.65
BI100014,2024-03-15,TX,14,51.05,714.7
BI100014,2024-03-15,TX,15,51.05,765.75
BI100014,2024-03-15,TX,15,51.05,765.75
BI100014,2024-03-15,TX,15,51.05,765.75
BI100014,2024-03-15,MTN,12,51.05,612.6
BI100014,2024-03-15,MTN,13,51.05,663.65
BI100014,2024-03-15,MTN,13,51.05,663.65
BI100014,2024-03-15,MTN,13,51.05,663.65
BI100014,2024-03-15,MTN,13,51.05,663.65
BI100014,2024-03-15,PSW,13,51.05,663.65
BI100014,2024-03-15,PSW,14,51.05,714.7
BI100014,2024-03-15,PSW,14,51.05,714.7
BI100014,2024-03-15,PSW,14,51.05,714.7
BI100014,2024-03-15,PSW,14,51.05,714.7
BI100014,2024-03-15,PSW,14,51.05,714.7
BI100014,2024-03-15,PNW,13,51.05,663.65
BI100014,2024-03-15,PNW,13,51.05,663.65
BI100014,2024-03-15,PNW,13,51.05,663.65
BI100014,2024-03-15,PNW,13,51.05,663.65
BI100014,2024-03-15,PNW,13,51.05,663.65
BI100014,2024-04-15,NE,12,51.05,612.6
BI100014,2024-04-15,NE,12,51.05,612.6
BI100014,2024-04-15,NE,12,51.05,612.6
BI100014,2024-04-15,NE,12,51.05,612.6
BI100014,2024-04-15,NE,13,51.05,663.65
BI100014,2024-04-15,NE,13,51.05,663.65
BI100014,2024-04-15,NE,13,51.05,663.65
BI100014,2024-04-15,MA,12,51.05,612.6
BI100014,2024-04-15,MA,12,51.05,612.6
BI100014,2024-04-15,MA,12,51.05,612.6
BI100014,2024-04-15,MA,12,51.05,612.6
BI100014,2024-04-15,MA,12,51.05,612.6
BI100014,2024-04-15,MA,12,51.05,612.6
BI100014,2024-04-15,MA,13,51.05,663.65
BI100014,2024-04-15,MA,13,51.05,663.65
BI100014,2024-04-15,SE,12,51.05,612.6
BI100014,2024-04-15,SE,12,51.05,612.6
BI100014,2024-04-15,SE,12,51.05,612.6
BI100014,2024-04-15,SE,12,51.05,612.6
BI100014,2024-04-15,SE,12,51.05,612.6
BI100014,2024-04-15,MW,13,51.05,663.65
BI100014,2024-04-15,MW,13,51.05,663.65
BI100014,2024-04-15,MW,14,51.05,714.7
BI100014,2024-04-15,MW,14,51.05,714.7
BI100014,2024-04-15,TX,13,51.05,663.65
BI100014,2024-04-15,TX,14,51.05,714.7
BI100014,2024-04-15,TX,14,51.05,714.7
BI100014,2024-04-15,TX,14,51.05,714.7
BI100014,2024-04-15,TX,14,51.05,714.7
BI100014,2024-04-15,MTN,13,51.05,663.65
BI100014,2024-04-15,MTN,13,51.05,663.65
BI100014,2024-04-15,MTN,13,51.05,663.65
BI100014,2024-04-15,MTN,14,51.05,714.7
BI100014,2024-04-15,MTN,14,51.05,714.7
BI100014,2024-04-15,PSW,13,51.05,663.65
BI100014,2024-04-15,PSW,13,51.05,663.65
BI100014,2024-04-15,PSW,13,51.05,663.65
BI100014,2024-04-15,PSW,13,51.05,663.65
BI100014,2024-04-15,PSW,13,51.05,663.65
BI100014,2024-04-15,PSW,14,51.05,714.7
BI100014,2024-04-15,PSW,14,51.05,714.7
BI100014,2024-04-15,PNW,13,51.05,663.65
BI100014,2024-04-15,PNW,13,51.05,663.65
BI100014,2024-04-15,PNW,13,51.05,663.65
BI100014,2024-04-15,PNW,13,51.05,663.65
BI100014,2024-04-15,PNW,13,51.05,663.65
BI100014,2024-04-15,PNW,13,51.05,663.65
BI100014,2024-05-15,NE,13,51.05,663.65
BI100014,2024-05-15,NE,13,51.05,663.65
BI100014,2024-05-15,NE,13,51.05,663.65
